Date,Close
2022-11-02,374.869995
2022-11-03,371.01001
2022-11-04,376.350006
2022-11-07,379.950012
2022-11-08,382
2022-11-09,374.130005
2022-11-10,394.690002
2022-11-11,398.51001
2022-11-14,395.119995
2022-11-15,398.48999
2022-11-16,395.450012
2022-11-17,394.23999
2022-11-18,396.029999
2022-11-21,394.589996
2022-11-22,399.899994
2022-11-23,402.420013
2022-11-25,402.329987
2022-11-28,395.910004
2022-11-29,395.230011
2022-11-30,407.679993
2022-12-01,407.380005
2022-12-02,406.910004
2022-12-05,399.589996
2022-12-06,393.829987
2022-12-07,393.160004
2022-12-08,396.23999
2022-12-09,393.279999
2022-12-12,398.950012
2022-12-13,401.970001
2022-12-14,399.399994
2022-12-15,389.630005
2022-12-16,383.269989
2022-12-19,380.019989
2022-12-20,380.540009
2022-12-21,386.230011
2022-12-22,380.720001
2022-12-23,382.910004
2022-12-27,381.399994
2022-12-28,376.660004
2022-12-29,383.440002
2022-12-30,382.429993
2023-01-03,380.820007
2023-01-04,383.76001
2023-01-05,379.380005
2023-01-06,388.079987
2023-01-09,387.859985
2023-01-10,390.579987
2023-01-11,395.519989
2023-01-12,396.959991
2023-01-13,398.5
2023-01-17,397.769989
2023-01-18,391.48999
2023-01-19,388.640015
2023-01-20,395.880005
2023-01-23,400.630005
2023-01-24,400.200012
2023-01-25,400.350006
2023-01-26,404.75
2023-01-27,405.679993
2023-01-30,400.589996
