Date,Close
2011-01-03,127.0500031
2011-01-04,126.9800034
2011-01-05,127.6399994
2011-01-06,127.3899994
2011-01-07,127.1399994
2011-01-10,126.9800034
2011-01-11,127.4300003
2011-01-12,128.5800018
2011-01-13,128.3699951
2011-01-14,129.3000031
2011-01-18,129.5200043
2011-01-19,128.25
2011-01-20,128.0800018
2011-01-21,128.3699951
2011-01-24,129.1000061
2011-01-25,129.1699982
2011-01-26,129.6699982
2011-01-27,129.9900055
2011-01-28,127.7200012
2011-01-31,128.6799927
2011-02-01,130.7400055
2011-02-02,130.4900055
2011-02-03,130.7799988
2011-02-04,131.1499939
2011-02-07,131.9700012
2011-02-08,132.5700073
2011-02-09,132.2700043
2011-02-10,132.3200073
2011-02-11,133.1100006
2011-02-14,133.4299927
2011-02-15,133.0099945
2011-02-16,133.8500061
2011-02-17,134.25
2011-02-18,134.5299988
2011-02-22,131.8300018
2011-02-23,131.0200043
2011-02-24,130.9299927
2011-02-25,132.3300018
2011-02-28,133.1499939
2011-03-01,130.9299927
2011-03-02,131.2100067
2011-03-03,133.4700012
2011-03-04,132.4700012
2011-03-07,131.4299927
2011-03-08,132.5800018
2011-03-09,132.3899994
2011-03-10,129.9400024
2011-03-11,130.8399963
2011-03-14,130.0500031
2011-03-15,128.5599976
2011-03-16,126.1800003
2011-03-17,127.8499985
2011-03-18,127.7600021
2011-03-21,129.7400055
2011-03-22,129.2899933
2011-03-23,129.6600037
2011-03-24,130.8999939
2011-03-25,131.3000031
2011-03-28,130.9799957
2011-03-29,131.8600006
2011-03-30,132.7700043
2011-03-31,132.5899963
2011-04-01,133.1499939
2011-04-04,133.2599945
2011-04-05,133.2400055
2011-04-06,133.6600037
2011-04-07,133.3200073
2011-04-08,132.8600006
2011-04-11,132.4600067
2011-04-12,131.4700012
2011-04-13,131.4600067
2011-04-14,131.5599976
2011-04-15,132.0399933
2011-04-18,130.5599976
2011-04-19,131.3099976
2011-04-20,133.1000061
2011-04-21,133.7799988
2011-04-25,133.6399994
2011-04-26,134.7899933
2011-04-27,135.6699982
2011-04-28,136.1100006
2011-04-29,136.4299927
2011-05-02,136.2200012
2011-05-03,135.7299957
2011-05-04,134.8300018
2011-05-05,133.6100006
2011-05-06,134.1999969
2011-05-09,134.7200012
2011-05-10,135.8699951
2011-05-11,134.4400024
2011-05-12,135.0800018
2011-05-13,134.0399933
2011-05-16,133.1900024
2011-05-17,133.1699982
2011-05-18,134.3600006
2011-05-19,134.6799927
2011-05-20,133.6100006
2011-05-23,132.0599976
2011-05-24,131.9499969
2011-05-25,132.3899994
2011-05-26,133
2011-05-27,133.5099945
2011-05-31,134.8999939
2011-06-01,131.8699951
2011-06-02,131.7299957
2011-06-03,130.4199982
2011-06-06,129.0399933
2011-06-07,128.9600067
2011-06-08,128.4199982
2011-06-09,129.3999939
2011-06-10,127.5999985
2011-06-13,127.6999969
2011-06-14,129.3200073
2011-06-15,127.0199966
2011-06-16,127.3000031
2011-06-17,127.0500031
2011-06-20,127.6999969
2011-06-21,129.4499969
2011-06-22,128.6699982
2011-06-23,128.3000031
2011-06-24,126.8099976
2011-06-27,127.9400024
2011-06-28,129.6100006
2011-06-29,130.7200012
2011-06-30,131.9700012
2011-07-01,133.9199982
